,DATEMONTHINT,STATION,RIDERS_PER_WEEKDAY
4193,201409,Franconia-Springfield,7669.1
4194,201409,Friendship Heights,9133.8
4195,201409,Gallery Place-Chinatown,23652.2
4196,201409,Georgia Avenue-Petworth,6226.0
4197,201409,Glenmont,6187.7
4198,201409,Greenbelt,6407.4
4199,201409,Greensboro,947.6
4200,201409,Grosvenor,5631.8
4201,201409,Huntington,8181.2
4202,201409,Judiciary Square,8927.8
4203,201409,King St-Old Town,8899.0
4204,201409,L'Enfant Plaza,20033.2
4205,201409,Landover,2061.7
4206,201409,Largo Town Center,4985.4
4207,201409,McLean,1509.1
4208,201409,McPherson Square,15762.5
4209,201409,Medical Center,5993.9
4210,201409,Metro Center,26927.7
4211,201409,Minnesota Avenue,2957.1
4212,201409,Morgan Blvd.,2493.4
4213,201409,Mt. Vernon Square-UDC,4351.1
4214,201409,Navy Yard-Ballpark,9973.6
4215,201409,Naylor Road,2997.5
4216,201409,New Carrollton,9057.3
4217,201409,NoMa-Gallaudet U,9485.1
4218,201409,Pentagon,15739.9
4219,201409,Pentagon City,14579.2
4220,201409,Potomac Avenue,3673.6
4221,201409,Prince George's Plaza,5151.2
4222,201409,Reagan Washington National Airport,6204.1
4223,201409,Rhode Island Avenue,6095.8
4224,201409,Rockville,4766.9
4225,201409,Rosslyn,15548.0
4226,201409,Shady Grove,12719.7
4227,201409,Shaw-Howard University,5657.9
4228,201409,Silver Spring,13015.1
4229,201409,Smithsonian,9190.6
4230,201409,Southern Avenue,5322.7
4231,201409,Spring Hill,1294.2
4232,201409,Stadium-Armory,2935.5
4233,201409,Suitland,5585.3
4234,201409,Takoma,5754.5
4235,201409,Tenleytown-AU,7435.6
4236,201409,Twinbrook,4458.7
4237,201409,Tysons Corner,2729.9
4238,201409,U Street-Cardozo,7724.8
4239,201409,Union Station,31445.9
4240,201409,Van Dorn Street,3378.3
4241,201409,Van Ness-UDC,6857.4
4242,201409,Vienna,11897.2
4243,201409,Virginia Square-GMU,3962.7
4244,201409,Waterfront,4109.4
4245,201409,West Falls Church,3404.8
4246,201409,West Hyattsville,3991.9
4247,201409,Wheaton,4161.0
4248,201409,White Flint,3937.4
4249,201409,Wiehle,8263.5
4250,201409,Woodley Park-Zoo,6589.1
4251,201410,Addison Road,3509.6
4252,201410,Anacostia,7708.5
4253,201410,Archives-Navy Memorial,8813.1
4254,201410,Arlington Cemetery,1200.5
4255,201410,Ballston,12220.8
4256,201410,Benning Road,3192.2
4257,201410,Bethesda,11035.2
4258,201410,Braddock Road,4831.6
4259,201410,Branch Avenue,6353.4
4260,201410,Brookland,7409.2
4261,201410,Capitol Heights,2104.7
4262,201410,Capitol South,7224.8
4263,201410,Cheverly,1471.1
4264,201410,Clarendon,4970.4
4265,201410,Cleveland Park,4451.1
4266,201410,College Park-U of MD,4679.2
4267,201410,Columbia Heights,12854.6
4268,201410,Congress Heights,2770.5
4269,201410,Court House,7946.7
4270,201410,Crystal City,12252.2
4271,201410,Deanwood,1659.0
4272,201410,Dunn Loring,4723.5
4273,201410,Dupont Circle,21258.2
4274,201410,East Falls Church,4451.2
4275,201410,Eastern Market,6188.3
4276,201410,Eisenhower Avenue,1770.2
4277,201410,Farragut North,25183.1
4278,201410,Farragut West,22730.6
4279,201410,Federal Center SW,5397.3
4280,201410,Federal Triangle,8118.7
4281,201410,Foggy Bottom,23387.5
4282,201410,Forest Glen,2310.0
4283,201410,Fort Totten,8036.9
4284,201410,Franconia-Springfield,7858.2
4285,201410,Friendship Heights,9447.0
4286,201410,Gallery Place-Chinatown,25746.8
4287,201410,Georgia Avenue-Petworth,6296.5
4288,201410,Glenmont,6205.5
4289,201410,Greenbelt,6391.0
4290,201410,Greensboro,970.1
4291,201410,Grosvenor,5737.5
4292,201410,Huntington,8253.4
4293,201410,Judiciary Square,9129.6
4294,201410,King St-Old Town,8904.0
4295,201410,L'Enfant Plaza,20240.5
4296,201410,Landover,2056.6
4297,201410,Largo Town Center,4997.7
4298,201410,McLean,1547.2
4299,201410,McPherson Square,15990.6
4300,201410,Medical Center,5987.9
4301,201410,Metro Center,27601.0
4302,201410,Minnesota Avenue,2976.3
4303,201410,Morgan Blvd.,2504.3
4304,201410,Mt. Vernon Square-UDC,4915.3
4305,201410,Navy Yard-Ballpark,6873.0
4306,201410,Naylor Road,2984.5
4307,201410,New Carrollton,8787.3
4308,201410,NoMa-Gallaudet U,9710.2
4309,201410,Pentagon,15807.5
4310,201410,Pentagon City,14934.9
4311,201410,Potomac Avenue,3871.6
4312,201410,Prince George's Plaza,5122.0
4313,201410,Reagan Washington National Airport,6585.4
4314,201410,Rhode Island Avenue,6092.1
4315,201410,Rockville,4778.8
4316,201410,Rosslyn,15804.0
4317,201410,Shady Grove,12686.5
4318,201410,Shaw-Howard University,5844.0
4319,201410,Silver Spring,13003.2
4320,201410,Smithsonian,9654.0
4321,201410,Southern Avenue,5277.1
4322,201410,Spring Hill,1326.1
4323,201410,Stadium-Armory,3668.0
4324,201410,Suitland,5553.8
4325,201410,Takoma,5805.1
4326,201410,Tenleytown-AU,7779.2
4327,201410,Twinbrook,4465.2
4328,201410,Tysons Corner,2848.0
4329,201410,U Street-Cardozo,7942.0
4330,201410,Union Station,31532.2
4331,201410,Van Dorn Street,3404.8
4332,201410,Van Ness-UDC,6631.2
4333,201410,Vienna,12106.6
4334,201410,Virginia Square-GMU,3970.0
4335,201410,Waterfront,4180.8
4336,201410,West Falls Church,3385.6
4337,201410,West Hyattsville,3952.9
4338,201410,Wheaton,4232.0
4339,201410,White Flint,3990.2
4340,201410,Wiehle,8337.0
4341,201410,Woodley Park-Zoo,6897.3
4342,201411,Addison Road,3286.9
4343,201411,Anacostia,7141.7
4344,201411,Archives-Navy Memorial,8426.2
4345,201411,Arlington Cemetery,776.2
4346,201411,Ballston,11140.4
4347,201411,Benning Road,3056.9
4348,201411,Bethesda,10331.7
4349,201411,Braddock Road,4491.8
4350,201411,Branch Avenue,5925.9
4351,201411,Brookland,6824.1
4352,201411,Capitol Heights,2000.6
4353,201411,Capitol South,6877.1
4354,201411,Cheverly,1330.3
4355,201411,Clarendon,4593.4
4356,201411,Cleveland Park,4103.3
4357,201411,College Park-U of MD,4284.6
4358,201411,Columbia Heights,12148.7
4359,201411,Congress Heights,2550.2
4360,201411,Court House,7375.6
4361,201411,Crystal City,11295.3
4362,201411,Deanwood,1465.8
4363,201411,Dunn Loring,4287.9
4364,201411,Dupont Circle,19548.8
4365,201411,East Falls Church,4134.1
4366,201411,Eastern Market,5754.9
4367,201411,Eisenhower Avenue,1595.8
4368,201411,Farragut North,23399.7
4369,201411,Farragut West,20916.8
4370,201411,Federal Center SW,5119.3
4371,201411,Federal Triangle,7883.3
4372,201411,Foggy Bottom,21739.4
4373,201411,Forest Glen,2219.8
4374,201411,Fort Totten,7327.3
4375,201411,Franconia-Springfield,7281.4
4376,201411,Friendship Heights,9163.8
4377,201411,Gallery Place-Chinatown,25392.9
4378,201411,Georgia Avenue-Petworth,6053.6
4379,201411,Glenmont,5852.9
4380,201411,Greenbelt,5927.7
4381,201411,Greensboro,935.2
4382,201411,Grosvenor,5431.2
4383,201411,Huntington,7570.4
4384,201411,Judiciary Square,8712.1
4385,201411,King St-Old Town,7999.2
4386,201411,L'Enfant Plaza,19404.9
4387,201411,Landover,1933.8
4388,201411,Largo Town Center,4620.1
4389,201411,McLean,1434.3
4390,201411,McPherson Square,14931.8
4391,201411,Medical Center,5681.2
4392,201411,Metro Center,25574.6
4393,201411,Minnesota Avenue,2762.8
4394,201411,Morgan Blvd.,2016.0
4395,201411,Mt. Vernon Square-UDC,4687.2
4396,201411,Navy Yard-Ballpark,5771.1
4397,201411,Naylor Road,2749.1
4398,201411,New Carrollton,8143.4
4399,201411,NoMa-Gallaudet U,9004.0
4400,201411,Pentagon,14498.7
4401,201411,Pentagon City,14229.8
4402,201411,Potomac Avenue,3681.7
4403,201411,Prince George's Plaza,4837.8
4404,201411,Reagan Washington National Airport,6417.1
4405,201411,Rhode Island Avenue,5681.6
4406,201411,Rockville,4458.0
4407,201411,Rosslyn,14555.7
4408,201411,Shady Grove,11904.7
4409,201411,Shaw-Howard University,5315.7
4410,201411,Silver Spring,12116.1
4411,201411,Smithsonian,8801.8
4412,201411,Southern Avenue,4911.3
4413,201411,Spring Hill,1260.9
4414,201411,Stadium-Armory,2845.8
4415,201411,Suitland,5203.3
4416,201411,Takoma,5378.1
4417,201411,Tenleytown-AU,7262.8
4418,201411,Twinbrook,4230.2
4419,201411,Tysons Corner,2978.2
4420,201411,U Street-Cardozo,7361.7
4421,201411,Union Station,29934.6
4422,201411,Van Dorn Street,3149.2
4423,201411,Van Ness-UDC,6454.0
4424,201411,Vienna,10802.7
4425,201411,Virginia Square-GMU,3759.9
4426,201411,Waterfront,3850.1
4427,201411,West Falls Church,3098.6
4428,201411,West Hyattsville,3717.5
4429,201411,Wheaton,4025.8
4430,201411,White Flint,3717.5
4431,201411,Wiehle,7790.2
4432,201411,Woodley Park-Zoo,6642.0
4433,201412,Addison Road,3090.7
4434,201412,Anacostia,6732.8
4435,201412,Archives-Navy Memorial,7644.3
4436,201412,Arlington Cemetery,553.7
4437,201412,Ballston,9951.0
4438,201412,Benning Road,2918.5
4439,201412,Bethesda,9484.0
4440,201412,Braddock Road,4060.9
4441,201412,Branch Avenue,5490.5
4442,201412,Brookland,5558.0
4443,201412,Capitol Heights,1885.5
4444,201412,Capitol South,5711.9
4445,201412,Cheverly,1242.7
4446,201412,Clarendon,4264.4
4447,201412,Cleveland Park,3940.5
4448,201412,College Park-U of MD,3575.8
4449,201412,Columbia Heights,11030.5
4450,201412,Congress Heights,2386.2
4451,201412,Court House,6473.1
4452,201412,Crystal City,9975.9
4453,201412,Deanwood,1457.9
4454,201412,Dunn Loring,3909.8
4455,201412,Dupont Circle,17434.0
4456,201412,East Falls Church,3811.9
4457,201412,Eastern Market,5249.6
4458,201412,Eisenhower Avenue,1454.9
4459,201412,Farragut North,21287.1
4460,201412,Farragut West,19392.7
4461,201412,Federal Center SW,4638.3
4462,201412,Federal Triangle,7273.8
4463,201412,Foggy Bottom,18061.5
4464,201412,Forest Glen,2063.5
4465,201412,Fort Totten,6824.2
4466,201412,Franconia-Springfield,6941.7
4467,201412,Friendship Heights,8720.4
4468,201412,Gallery Place-Chinatown,25003.1
4469,201412,Georgia Avenue-Petworth,5664.2
4470,201412,Glenmont,5503.2
4471,201412,Greenbelt,5638.7
4472,201412,Greensboro,884.3
4473,201412,Grosvenor,5008.1
4474,201412,Huntington,7022.6
4475,201412,Judiciary Square,7786.3
4476,201412,King St-Old Town,7281.0
4477,201412,L'Enfant Plaza,17890.0
4478,201412,Landover,1793.8
4479,201412,Largo Town Center,4231.7
4480,201412,McLean,1280.2
4481,201412,McPherson Square,13579.9
4482,201412,Medical Center,5015.8
4483,201412,Metro Center,24885.7
4484,201412,Minnesota Avenue,2597.0
4485,201412,Morgan Blvd.,1916.1
4486,201412,Mt. Vernon Square-UDC,3649.3
4487,201412,Navy Yard-Ballpark,5471.6
4488,201412,Naylor Road,2649.5
4489,201412,New Carrollton,6668.1
4490,201412,NoMa-Gallaudet U,7889.2
4491,201412,Pentagon,13585.0
4492,201412,Pentagon City,13722.6
4493,201412,Potomac Avenue,3426.9
4494,201412,Prince George's Plaza,4643.6
4495,201412,Reagan Washington National Airport,5925.0
4496,201412,Rhode Island Avenue,5317.2
4497,201412,Rockville,4064.7
4498,201412,Rosslyn,12411.3
4499,201412,Shady Grove,11299.7
4500,201412,Shaw-Howard University,4526.0
4501,201412,Silver Spring,11067.7
4502,201412,Smithsonian,7694.4
4503,201412,Southern Avenue,4640.9
4504,201412,Spring Hill,1140.6
4505,201412,Stadium-Armory,2427.9
4506,201412,Suitland,4899.0
4507,201412,Takoma,4921.0
4508,201412,Tenleytown-AU,5681.1
4509,201412,Twinbrook,3915.9
4510,201412,Tysons Corner,3029.8
4511,201412,U Street-Cardozo,6588.5
4512,201412,Union Station,27246.1
4513,201412,Van Dorn Street,2911.9
4514,201412,Van Ness-UDC,5552.6
4515,201412,Vienna,9921.6
4516,201412,Virginia Square-GMU,3328.9
4517,201412,Waterfront,3654.3
4518,201412,West Falls Church,2819.8
4519,201412,West Hyattsville,3504.3
4520,201412,Wheaton,3925.8
4521,201412,White Flint,3394.4
4522,201412,Wiehle,7268.4
4523,201412,Woodley Park-Zoo,5980.4
